q_id,question,question_type,difficulty,ref_answer,ref_evidence,ref_file,ref_page
Q0082,株式会社ビーアンドピーの2026年10月期第1四半期における連結売上高は何百万円ですか？,answerable,simple,"1,009百万円です。","売上高 1,009 百万円 前期比※ 11.6% 増",ビーアンドピー_2026年10月期 第１四半期決算説明資料 .pdf,4
Q0083,株式会社ビーアンドピーの2026年10月期第1四半期における営業利益が前年同期比で31.2%減となった主な要因は何ですか？,answerable,reasoning,昨年の関西・大阪万博関連需要の反動に加え、一部案件の計上時期後ろ倒しが発生したこと、および単体売上の減少や費用増加が影響しています。,昨年の関西・大阪万博関連需要の反動に加え 一部案件の計上時期後ろ倒しが発生 / 単体売上の減少や費用増加の影響により前年同期比で減益,ビーアンドピー_2026年10月期 第１四半期決算説明資料 .pdf,"4, 8"
Q0084,株式会社ビーアンドピーが2026年10月期より新たに立ち上げた「ポテンシャル領域」の事業名称を答えてください。,answerable,simple,パッケージソリューション事業です。,パッケージソリューション事業を 2026年10月期より新規立ち上げ,ビーアンドピー_2026年10月期 第１四半期決算説明資料 .pdf,17
Q0085,株式会社ビーアンドピーの2026年10月期通期予想における売上高目標と、第1四半期時点での進捗率はそれぞれいくらですか？,answerable,reasoning,"売上高目標は5,000百万円で、進捗率は20.2%です。","売上高 ... 2026年10月期 連結通期予想 5,000 ... 進捗率（％） 20.2%",ビーアンドピー_2026年10月期 第１四半期決算説明資料 .pdf,5
Q0086,株式会社ビーアンドピーが計画している「首都圏機能集約」において、新拠点が始動する予定時期と、その拠点の広さはどのくらいですか？,answerable,simple,"2026年8月に始動予定で、広さは都内1,000坪です。","2026年8月 都内1,000坪の新拠点が始動予定",ビーアンドピー_2026年10月期 第１四半期決算説明資料 .pdf,18
Q0087,株式会社ビーアンドピーの株主優待制度において、2026年10月期期末基準日（2027年1月頃贈呈分）から変更される贈呈品の内容は何ですか？,answerable,simple,デジタルギフトに変更されます。,2026年10月期 期末基準日（2027年1月頃贈呈）分から ... デジタル ギフト,ビーアンドピー_2026年10月期 第１四半期決算説明資料 .pdf,23
Q0088,株式会社ビーアンドピーの「中期経営計画2024-2026」の最終年度における売上高目標と、その達成のために掲げている「三大重点戦略」をすべて挙げてください。,answerable,multi_chunk,売上高目標は50億円であり、戦略は「シェア拡大」「機能拡大」「領域拡大」の3つです。,中計最終年度に売上高 50億円 を目指す / 三大重点戦略 シェア拡大 機能拡大 領域拡大,ビーアンドピー_2026年10月期 第１四半期決算説明資料 .pdf,"42, 44"
Q0089,株式会社ビーアンドピーが2026年10月期第1四半期に実施した設備投資において、横浜ファクトリーに導入された機器の名称とその主な導入効果を説明してください。,answerable,reasoning,導入された機器は「新型UV-DTFプリンタ（UJV300DTF-75）」です。効果として、対応可能な素材・形状の拡大による「対応力向上」、試作段階からの「提案力向上」、転写シート納品による「納期短縮・コスト削減」が挙げられています。,横浜ファクトリーに新型UVプリンタを導入 ... 新型UV-DTFプリンタ ... 対応力向上 提案力向上 納期短縮 コスト削減,ビーアンドピー_2026年10月期 第１四半期決算説明資料 .pdf,13
Q0090,株式会社ビーアンドピーの2026年10月期における1株当たりの年間配当予想額と、目標としている配当性向は何％ですか？,answerable,reasoning,配当予想は87円、目標配当性向は40%です。,2026年10月期は配当性向40％を目標として87円の配当を予想,ビーアンドピー_2026年10月期 第１四半期決算説明資料 .pdf,22
Q0091,株式会社ビーアンドピーが買収した株式会社イデイの、2026年10月期における具体的な月別売上目標数値を教えてください。,unanswerable,N/A,,,ビーアンドピー_2026年10月期 第１四半期決算説明資料 .pdf,
Q0092,マツダの2026年3月期第3四半期累計におけるグローバル販売台数は、前年同期と比較して何万台減少しましたか？,answerable,simple,4万6千台（46千台）減少しました。,グローバル販売台数 合計 966 920 -46 -5%,マツダ_2026年３月期 第3四半期決算 プレゼンテーション資料 .pdf,6
Q0093,2026年3月期第3四半期（3カ月間）の単独期間における、マツダの営業利益と当期純利益はそれぞれいくらですか？,answerable,simple,営業利益は308億円、当期純利益は306億円です。,第3四半期（3カ月）: - 営業利益308億円/当期純利益306億円,マツダ_2026年３月期 第3四半期決算 プレゼンテーション資料 .pdf,4
Q0094,マツダの2026年3月期通期財務指標の見通しにおいて、11月公表値から経常利益のみが上方修正されていますが、その修正額はいくらですか？,answerable,reasoning,100億円の上方修正です。,"経常利益 1,890 780 -1,110 -59% +100",マツダ_2026年３月期 第3四半期決算 プレゼンテーション資料 .pdf,11
Q0095,2026年3月期第3四半期累計の営業利益変動要因において、コスト改善によるプラス影響（188億円）の内訳を教えてください。,answerable,reasoning,ベースCIによる156億円の改善と、構造的原価低減による32億円の改善で構成されています。,コスト改善 +188 ベースCI +156 構造的原価低減 +32,マツダ_2026年３月期 第3四半期決算 プレゼンテーション資料 .pdf,8
Q0096,新型MAZDA CX-5の導入計画について、米国向けと日本向けの本格生産開始時期はそれぞれいつを予定していますか？,answerable,reasoning,米国向けは2026年1月に本格生産を開始しており、日本向けは2026年4月より本格生産を開始する予定です。,米国向けを1月に本格生産を開始 日本向けは4月より本格生産開始予定,マツダ_2026年３月期 第3四半期決算 プレゼンテーション資料 .pdf,14
Q0097,マツダの2026年3月期通期見通しにおける「連結出荷台数」と「グローバル販売台数」の合計値を比較した際、それぞれの対前年増減率は何パーセントと予測されていますか？,answerable,multi_chunk,連結出荷台数は対前年4%減、グローバル販売台数は対前年2%減と予測されています。,"連結出荷台数 (千台) 合計 1,219 1,172 -46 -4% / グローバル販売台数 合計 1,303 1,280 -23 -2%",マツダ_2026年３月期 第3四半期決算 プレゼンテーション資料 .pdf,"10,11"
Q0098,2026年3月期第3四半期累計の財務実績において、営業利益が赤字であるにもかかわらず、経常利益が黒字（374億円）となっている主な要因を、為替レートの動きから推察してください。,answerable,multi_chunk,第3四半期（3カ月）の為替レートがUSドル154円、ユーロ179円と、上期（146円、168円）や前年同期（153円、165円）に比べ円安に推移したことが、営業外収益等を通じて経常利益を押し上げたと考えられます。,営業利益 -231 経常利益 374 / 為替レート (円) USドル 153 146 154 149 / ユーロ 165 168 179 172,マツダ_2026年３月期 第3四半期決算 プレゼンテーション資料 .pdf,7
Q0099,マツダが掲げる「中期経営計画」のPHASE 2（2025-2027年）において、サプライチェーンに関してどのような取り組みを行うと記載されていますか？,answerable,simple,国際競争力強化に向けたサプライチェーンの再構築と強靭化を行うとされています。,- 国際競争力強化に向けたサプライチェーンの再構築と強靭化,マツダ_2026年３月期 第3四半期決算 プレゼンテーション資料 .pdf,19
Q0100,2026年3月期におけるマツダの1株当たり年間配当金の見通しは、2024年3月期の実績と比較して何円の増減がありますか？,answerable,multi_chunk,2024年3月期の実績（60円）に対し、2026年3月期の見通しは55円であるため、5円の減少となります。,1株当たり配当金 (円) 2024年3月期 60 / 2026年3月期 55（見通し）,マツダ_2026年３月期 第3四半期決算 プレゼンテーション資料 .pdf,31
Q0101,マツダが中国市場で2025年9月に販売を開始した「MAZDA EZ-60」の、具体的な日本国内での販売価格と発売日はいつですか？,unanswerable,N/A,,,マツダ_2026年３月期 第3四半期決算 プレゼンテーション資料 .pdf,
Q0102,株式会社ミズホメディーの2025年12月期における、病院・開業医分野の新型コロナ検査薬の売上高は何百万円ですか。,answerable,simple,"7,399百万円です。","病院・開業医分野（新型コロナ検査薬） 2025年12月期 7,399",ミズホメディー_2025年12月期　決算補足説明資料 .pdf,6
Q0103,ミズホメディーの2025年12月期実績において、新型コロナの遺伝子検査キットと抗原キットの販売動向にはどのような違いがありましたか。,answerable,reasoning,遺伝子検査キットは16万テスト（前期32万テスト）と減少して減収となりましたが、抗原キットは916万テスト（前期708万テスト）と大幅に増加し、その増収分が遺伝子検査の減収をカバーしました。,遺伝子検査キットは減収となるも、抗原キットの増収がカバー ・遺伝子検査キット 16万テストと減少（前期は32万テスト） ・抗原キット 計916万テスト（前期は708万テスト）と大幅増加,ミズホメディー_2025年12月期　決算補足説明資料 .pdf,7
Q0104,株式会社ミズホメディーの2025年12月期末時点における、自己資本比率と従業員数をそれぞれ答えてください。,answerable,multi_chunk,自己資本比率は83.5％、従業員数は193名（2025年12月31日現在）です。,従業員数 193名（2025年12月31日現在） 自己資本比率 2025/12 83.5(%),ミズホメディー_2025年12月期　決算補足説明資料 .pdf,"3, 16"
Q0105,ミズホメディーが2026年12月期の業績予想において、販売費及び一般管理費を前期比でいくら増額すると見込んでいますか。,answerable,reasoning,"301百万円の増額を見込んでいます（2025年12月期の3,172百万円から2026年12月期予想の3,474百万円への増加）。","販売費及び一般管理費 2025年12月期 当期実績 3,172 2026年12月期 次期通期予想 3,474 増減額 301",ミズホメディー_2025年12月期　決算補足説明資料 .pdf,14
Q0106,ミズホメディーの全自動遺伝子解析装置「Smart Gene」の2025年12月期における年間出荷台数と、累計販売台数を教えてください。,answerable,simple,"年間出荷台数は約310台、累計販売台数は5,900台です。","Smart Geneの出荷台数は、約310台（前期は約350台）、累計販売台数 5,900台",ミズホメディー_2025年12月期　決算補足説明資料 .pdf,7
Q0107,"ミズホメディーの2025年12月期キャッシュ・フロー計算書において、投資活動によるキャッシュ・フローが大幅なマイナス（△7,284百万円）となった主な要因は何ですか。",answerable,reasoning,"主な要因は、定期預金の預入による支出（△10,028百万円）があったためです。","投資活動によるキャッシュ・フロー △7,284 ・定期預金の預入（△10,028）",ミズホメディー_2025年12月期　決算補足説明資料 .pdf,12
Q0108,ミズホメディーの2026年12月期の配当予想において、1株当たりの年間配当金と予想配当性向はいくらですか。,answerable,simple,1株当たり配当金は100円（中間50円、期末50円）、予想配当性向は59.1％です。,2026年12月期（予想） 100 中間 50 期末 50 59.1%,ミズホメディー_2025年12月期　決算補足説明資料 .pdf,15
Q0109,ミズホメディーが開発中の「迅速マルチ検査システム（遺伝子POCT）」について、製品化に向けた現在の開発ステータスと目標とする検査時間を教えてください。,answerable,multi_chunk,現在のステータスは「製品開発ステージ」にあり、検査時間は15分以内を目指しています。,迅速マルチ検査システム 遺伝子POCT 製品開発ステージ より速く、手軽で簡便に(15分以内）,ミズホメディー_2025年12月期　決算補足説明資料 .pdf,"21, 22"
Q0110,株式会社ミズホメディーが2025年度に実施した、競合他社である日本メディカル社との資本業務提携の詳細は何ですか。,unanswerable,N/A,,,ミズホメディー_2025年12月期　決算補足説明資料 .pdf,
Q0111,ミズホメディーの「クイック チェイサー」シリーズにおいて、2027年以降に発売が予定されている動物用感染症検査薬の具体的な種類は何ですか。,unanswerable,N/A,,,ミズホメディー_2025年12月期　決算補足説明資料 .pdf,
Q0112,ミライアル株式会社の2026年1月期における連結売上高の実績値は何億円ですか？,answerable,simple,125.9億円です。,売上高 125.9億円 前年度比 △10.0%,ミライアル_2026年１月期決算説明資料 .pdf,5
Q0113,ミライアルの2026年1月期決算において、営業利益が前年度比で61.3%減少した主な要因として挙げられている理由を2つ答えてください。,answerable,reasoning,売上高の減少による工場稼働率の低下、および減価償却費の増加等が要因として挙げられています。,売上高減少による工場稼働率の低下や減価償却費の増加等 営業利益 5.5億円 前年度比 △61.3%,ミライアル_2026年１月期決算説明資料 .pdf,5
Q0114,ミライアル株式会社の「中期成長戦略2028」における最終年度（2029年1月期）の売上高目標とROE目標はそれぞれいくらですか？,answerable,simple,売上高239億円、ROE11.1%（または11%）を目指しています。,中期成長戦略の最終年度の2028年度（2029年１月期）に、売上高239億円、ROE11%を目指します,ミライアル_2026年１月期決算説明資料 .pdf,19
Q0115,ミライアルの2026年1月期における「プラスチック成形事業」と「成形機事業」の売上構成比を比較した際、どちらの事業の比率が高いですか？,answerable,reasoning,プラスチック成形事業の方が高く、87.8%を占めています（成形機事業は12.2%）。,プラスチック成形事業 売上構成比率 87.8% 成形機事業 売上構成比率 12.2%,ミライアル_2026年１月期決算説明資料 .pdf,4
Q0116,ミライアル株式会社が2026年1月期から導入した、配当額の安定化を図るための新しい指標は何ですか？,answerable,simple,DOE（株主資本配当率）基準です。,DOE基準を導入し、半導体市況のボラティリティに左右されない配当額の安定化を図ります,ミライアル_2026年１月期決算説明資料 .pdf,26
Q0117,ミライアルの2026年1月期末における自己資本比率は、前年度末と比較して何ポイント上昇しましたか？,answerable,reasoning,6.8ポイント上昇しました（78.9%から85.7%へ上昇）。,自己資本比率 2025年1月期 78.9% 2026年1月期 85.7% 増減 6.8pts,ミライアル_2026年１月期決算説明資料 .pdf,13
Q0118,ミライアルの2026年1月期第1四半期の実績と、2027年1月期第1四半期の予想を比較したとき、営業利益の対前期増減率は何パーセントと見込まれていますか？,answerable,multi_chunk,75.6%の増加が見込まれています。,2026年1月期 第1四半期（実績） 108 2027年1月期 第1四半期（予想） 190 対前期増減率（%） 75.6,ミライアル_2026年１月期決算説明資料 .pdf,15
Q0119,ミライアルが掲げる「第3創業期」に向けた事業ポートフォリオの変革において、2034年1月期にウェーハ搬送容器が占める売上構成比の目標は何パーセントですか？,answerable,multi_chunk,40%です。,2034年 1月期 40% （ウェーハ搬送容器の色の凡例に対応）,ミライアル_2026年１月期決算説明資料 .pdf,17
Q0120,ミライアル株式会社が2026年3月時点で公表している、主要取引先である特定の半導体メーカーの実名を挙げてください。,unanswerable,N/A,,,ミライアル_2026年１月期決算説明資料 .pdf,
Q0121,ミライアルの2026年1月期決算説明資料において、2027年1月期通期の連結売上高予想値は具体的に何億円と記載されていますか？,unanswerable,N/A,,,ミライアル_2026年１月期決算説明資料 .pdf,
Q0122,レオパレス21の2026年3月期第3四半期累計実績において、1Qに計上された自己新株予約権消却損の金額はいくらですか？,answerable,simple,100億円です。,"■特別損失
1Qに自己新株予約権消却損100億円を計上",レオパレス２１_2026年3月期 第3四半期プレゼンテーション資料 .pdf,5
Q0123,レオパレス21が2026年3月期第3四半期累計で受注した「開発事業」の受注戸数と、その通期計画に対する進捗率を教えてください。,answerable,simple,"受注戸数は1,140戸で、進捗率は103.6％です。","受注戸数 1,140戸 103.6％ 1,100戸",レオパレス２１_2026年3月期 第3四半期プレゼンテーション資料 .pdf,19
Q0124,レオパレス21の2026年3月期第3四半期末（26/3期 3Q末）時点における自己資本比率は、前期末（25/3期末）と比較して何ポイント変化しましたか？,answerable,reasoning,16.9ポイント低下しました（37.5%から20.6%へ減少）。,（自己資本比率） 37.5% 18.6% 20.6% +2.0p,レオパレス２１_2026年3月期 第3四半期プレゼンテーション資料 .pdf,9
Q0125,レオパレス21の2026年3月期第3四半期累計の売上高が増加した主な要因は何ですか？,answerable,simple,法人契約を中心に家賃単価が高水準で推移したことが主な要因です。,"■売上高
法人契約を中心に家賃単価が高水準で推移",レオパレス２１_2026年3月期 第3四半期プレゼンテーション資料 .pdf,5
Q0126,レオパレス21の新商品『ArLk（アルク）』において、建築コストを抑制するために採用された設計上の工夫は何ですか？,answerable,simple,室内建具を少なくする「建具レス」設計により建築コストを抑制しています。,建具レスにより、旧商品と比較して建築コストを抑制。,レオパレス２１_2026年3月期 第3四半期プレゼンテーション資料 .pdf,20
Q0127,レオパレス21の26/3期3Q累計のPL実績と開発事業の進捗状況を統合すると、通期計画を既に達成している項目は何ですか？,answerable,multi_chunk,開発事業の「受注戸数」と「受注高」です。,受注戸数・受注高は3Q時点で通期計画を達成,レオパレス２１_2026年3月期 第3四半期プレゼンテーション資料 .pdf,"3,19"
Q0128,レオパレス21の2026年3月期第3四半期末における県別入居率データで、入居率が最も高い都道府県とその数値を答えてください。,answerable,reasoning,沖縄県で、入居率は98%です。,沖縄県 5 98% △1p ±0p,レオパレス２１_2026年3月期 第3四半期プレゼンテーション資料 .pdf,17
Q0129,レオパレス21が2026年2月27日に実施予定のリファイナンスにおいて、新借入金の利率はどのように設定されていますか？,answerable,simple,日本円Tibor+1.10%に設定されています。,利率 日本円Tibor+1.10%,レオパレス２１_2026年3月期 第3四半期プレゼンテーション資料 .pdf,26
Q0130,レオパレス21の2026年3月期第3四半期資料に基づき、2027年3月期の1株当たり配当予想額を教えてください。,unanswerable,N/A,,,レオパレス２１_2026年3月期 第3四半期プレゼンテーション資料 .pdf,
Q0131,レオパレス21が提供する家具・家電付きワンルームの、2026年3月期における具体的な電気代の平均単価はいくらですか？,unanswerable,N/A,,,レオパレス２１_2026年3月期 第3四半期プレゼンテーション資料 .pdf,
Q0132,株式会社ロック・フィールドの2026年4月期第3四半期累計期間における営業利益は、前年同期と比較して何%減少しましたか。,answerable,simple,前年同期比で48.8%減少しました。,"営業利益 1,386 3.5% 709 1.8% △677 △48.8%",ロックフィルド_2026年4月期 第3四半期決算補足説明資料 .pdf,2
Q0133,ロック・フィールドの2026年4月期第3四半期における「その他経費」が増加した主な要因として挙げられている3つの項目は何ですか。,answerable,simple,全店舗におけるレジ入替に伴う償却費、キャッシュレス決済手数料、およびシステム保守料の増加が主な要因です。,その他経費の増加は、全店舗におけるレジ入替に伴う償却費、キャッシュレス決済手数料およびシステム保守料の増加が主な要因です。,ロックフィルド_2026年4月期 第3四半期決算補足説明資料 .pdf,5
Q0134,2026年4月期第3四半期におけるロック・フィールドの営業利益分析において、製造経費の低減による利益増加額と、材料費率の上昇による利益減少額の差引き（ネット）の影響はいくらですか。,answerable,reasoning,製造経費の低減による+0.4億円と材料費率の上昇による-0.6億円を合わせると、マイナス0.2億円の影響となります。,材料費率の上昇による営業利益減少 - 0.6億円 製造経費の低減による営業利益増加 + 0.4億円,ロックフィルド_2026年4月期 第3四半期決算補足説明資料 .pdf,5
Q0135,2026年4月期第3四半期末時点において、ロック・フィールドの「RF1」と「グリーン・グルメ」の合計店舗数は、期首時点の合計数からいくつ増減しましたか。,answerable,multi_chunk,期首の合計203店舗（134+69）から、第3四半期末の合計207店舗（137+70）となり、4店舗増加しました。,RF1 期首 134 第3四半期末 137 グリーン・グルメ 期首 69 第3四半期末 70,ロックフィルド_2026年4月期 第3四半期決算補足説明資料 .pdf,7
Q0136,ロック・フィールドが2026年4月期に導入を計画している、食品廃棄物を削減するための新しいAI需要予測システムの具体的な導入費用はいくらですか。,unanswerable,N/A,,,ロックフィルド_2026年4月期 第3四半期決算補足説明資料 .pdf,
Q0137,不二電機工業の2026年1月期における売上高は、前期と比較して何パーセント減少しましたか？,answerable,simple,前期比3.8％減少しました。,"売上高は、制御用開閉器、接続機器で増収、表示灯・表示器、電子応用機器で減収の結果、前期比3.8％減の3,777百万円",不二電機工業_2026年1月期決算説明資料 .pdf,3
Q0138,不二電機工業の2026年1月期決算において、当期純利益が減少した主な要因を3つ挙げてください。,answerable,reasoning,売上高が前期を下回ったこと、材料費高騰による製造原価の増加、および販管費の増加が主な要因です。,当期純利益は、売上高が前期を下回ったほか、材料費高騰による製造原価の増加、ならびに販管費が増加した為、前期比1.9％減の236百万円,不二電機工業_2026年1月期決算説明資料 .pdf,3
Q0139,不二電機工業の製品分類「接続機器」において、2026年1月期の売上高と受注高はそれぞれいくらですか？,answerable,simple,"売上高は1,713百万円、受注高は1,792百万円です。","接続機器 2026年1月期 売上高 1,713 受注高 1,792",不二電機工業_2026年1月期決算説明資料 .pdf,5
Q0140,不二電機工業の2026年1月期における「カムスイッチ」のマーケットシェアは、前年同期から何ポイント上昇しましたか？,answerable,simple,1.3ポイント上昇しました。,カムスイッチ 2025年1月期 49.0 2026年1月期 50.3 増減ポイント 1.3,不二電機工業_2026年1月期決算説明資料 .pdf,14
Q0141,不二電機工業の2026年1月期の設備投資額と、2027年1月期の予想売上高を合計するといくらになりますか？,answerable,multi_chunk,"4,439百万円です（2026年1月期設備投資189百万円 ＋ 2027年1月期予想売上高4,250百万円）。","設備投資 2026年1月期 189 / 10．２０２７年１月期 業績予想 売上高 4,250",不二電機工業_2026年1月期決算説明資料 .pdf,"12, 17"
Q0142,不二電機工業の株主還元方針において、目標とする配当性向は何パーセントに設定されていますか？,answerable,simple,目標配当性向は50％です。,【配当の基本方針】 ■ 目標配当性向：50％,不二電機工業_2026年1月期決算説明資料 .pdf,19
Q0143,不二電機工業の2026年1月期における「電子応用機器」の売上高減少の理由と、2027年1月期の同部門の売上高予想を教えてください。,answerable,multi_chunk,売上高減少の理由はI/Oターミナルや表示モジュールの減少によるもので、2027年1月期の売上高予想は683百万円です。,売上高 Ｉ／Ｏターミナル、表示モジュールが減少 / 電子応用機器 2027年1月期 683,不二電機工業_2026年1月期決算説明資料 .pdf,"7, 18"
Q0144,不二電機工業が2026年1月期に実施した主な設備投資の内容とその金額の内訳を説明してください。,answerable,reasoning,主な設備投資は、工場改修に37百万円、金型投資に80百万円です。,【２０２６年1月期の主な設備投資】 ・工場改修 37百万円 ・金型投資 80百万円,不二電機工業_2026年1月期決算説明資料 .pdf,12
Q0145,不二電機工業の2026年1月期決算説明資料に基づき、同社が競合他社である「オムロン株式会社」と比較して優れている技術的優位性は何ですか？,unanswerable,N/A,,,不二電機工業_2026年1月期決算説明資料 .pdf,
Q0146,不二電機工業の2028年1月期における具体的な中期経営計画の数値目標（売上高および営業利益）を教えてください。,unanswerable,N/A,,,不二電機工業_2026年1月期決算説明資料 .pdf,
Q0147,協和キリン株式会社が2026年3月9日に発表した「（再訂正）「決算短信 補足資料 -2025 年 12 月期-」の一部訂正について」において、訂正の理由として挙げられている項目は何ですか？,answerable,simple,連結キャッシュ・フロー計算書の「有形固定資産の取得による支出」の計算過程に誤りがあったためです。,連結キャッシュ・フロー計算書の「有形固定資産の取得による支出」の計算過程に誤りがあったため、訂正を行うものです。,協和キリン_（再訂正）「決算短信補足資料 -2025年12月期 -」の一部訂正について .pdf,1
Q0148,協和キリンの2025年12月期実績における、連結キャッシュ・フロー計算書の「営業活動によるキャッシュ・フロー」の訂正後の数値（1-12月）はいくらですか？,answerable,simple,966億円です。,営業活動によるキャッシュ・フロー ... 2025年 実績 1-12月 966,協和キリン_（再訂正）「決算短信補足資料 -2025年12月期 -」の一部訂正について .pdf,2
Q0149,協和キリンの2025年12月期累計実績において、コア営業利益の「訂正前」と「訂正後」の差額は、1-12月合計で何億円発生していますか？,answerable,reasoning,"訂正前が1,031億円、訂正後が1,098億円であるため、差額は67億円です。","（訂正前）コア営業利益 1,031 （訂正後）コア営業利益 1,098",協和キリン_（再訂正）「決算短信補足資料 -2025年12月期 -」の一部訂正について .pdf,2
Q0150,協和キリンの「2025年12月期 決算短信 補足資料」に基づき、2025年12月期の「Crysvita／クリースビータ」の日本市場における売上収益と、2026年予想の数値を比較した増減率を答えてください。,answerable,multi_chunk,2025年12月期の実績は136億円、2026年の予想は147億円であり、増減率は8%です。,Crysvita／クリースビータ 日本 2025年 実績 1-12月 136 2026年 予想 1-12月 147 増減率 8%,協和キリン_（再訂正）「決算短信補足資料 -2025年12月期 -」の一部訂正について .pdf,9
Q0151,協和キリンの開発パイプラインにおいて、ziftomenib（KOMZIFTI）が2025年に承認を取得した国・地域はどこですか？,answerable,simple,米国です。,ziftomenib（米国製品名：KOMZIFTI） ... 2025年に承認取得した 国・地域 米国,協和キリン_（再訂正）「決算短信補足資料 -2025年12月期 -」の一部訂正について .pdf,12
Q0152,協和キリンが2027年度以降に計画している、新たな研究開発拠点の建設費用およびその具体的な所在地はどこですか？,unanswerable,N/A,,,協和キリン_（再訂正）「決算短信補足資料 -2025年12月期 -」の一部訂正について .pdf,
Q0153,Daigasグループの2026年3月期第3四半期実績において、親会社株主に帰属する当期純利益が前年同期比で495億円増益となった主な要因は何ですか？,answerable,simple,関係会社売却による特別利益等があったことが主な要因です。,親会社株主に帰属する当期純利益は、関係会社売却による特別利益等もあり増益となった。,大瓦斯_Daigasグループ　2026年3月期　第3四半期決算　プレゼンテーション資料 .pdf,3
Q0154,大阪ガスの2026年3月期第3四半期決算における「国内エネルギー」セグメントの経常利益（タイムラグ差損益を除く）は、前年同期の326億円からどのように変化しましたか？,answerable,simple,117億円増加し、444億円となりました。,国内エネルギー タイムラグ差損益を除く 26.3期3Q実績 444 25.3期3Q実績 326 A-B +117,大瓦斯_Daigasグループ　2026年3月期　第3四半期決算　プレゼンテーション資料 .pdf,14
Q0155,Daigasグループの2026年3月期通期見通しにおいて、親会社株主に帰属する当期純利益が前年実績比で増益（+75億円）と予想されている理由を説明してください。,answerable,reasoning,経常利益は減益の見通しですが、主に米国再エネ事業における利益の計上先変更が行われたことにより、最終的な当期純利益では増益となる見通しです。,親会社株主に帰属する当期純利益が25.3期に比べて増益となっているのは、主に米国再エネ事業における利益の計上先変更による。,大瓦斯_Daigasグループ　2026年3月期　第3四半期決算　プレゼンテーション資料 .pdf,6
Q0156,大阪ガスが2026年2月2日に公表した資料に基づくと、2026年3月期第3四半期末時点の「自己資本比率（ハイブリッド社債考慮後）」と「D/E比率（ハイブリッド社債考慮後）」はそれぞれいくらですか？,answerable,simple,自己資本比率（ハイブリッド社債考慮後）は54.7%、D/E比率（ハイブリッド社債考慮後）は0.53です。,自己資本比率 ハイブリッド社債考慮後 54.7% D/E比率 ハイブリッド社債考慮後 0.53,大瓦斯_Daigasグループ　2026年3月期　第3四半期決算　プレゼンテーション資料 .pdf,11
Q0157,"Daigasグループの2026年3月期第3四半期実績における成長投資額1,580億円の内訳について、「国内エネルギー」「海外エネルギー」「LBS」の各金額を合算すると、通期見通しの2,090億円に対して進捗率は何%になりますか？",answerable,reasoning,"第3四半期実績の1,580億円を通期見通しの2,090億円で割ると、進捗率は約75.6%となります。","26.3期3Q実績 1,580 26.3期見通し 2,090",大瓦斯_Daigasグループ　2026年3月期　第3四半期決算　プレゼンテーション資料 .pdf,8
Q0158,Daigasグループの2026年3月期第3四半期決算において、海外エネルギー事業の経常利益が増益となった要因として挙げられている具体的なプロジェクトやエリアを2つ答えてください。,answerable,multi_chunk,フリーポート液化基地(LNG)の増益と、米国上流事業の増益が挙げられています。,海外エネルギー +162億円 米国エリア +205 ＋ フリーポート液化基地(LNG)の増益 ＋ 上流事業の増益,大瓦斯_Daigasグループ　2026年3月期　第3四半期決算　プレゼンテーション資料 .pdf,4
Q0159,大阪ガスの2026年3月期通期見通しに対する収支変動要因として、2026年1月1日以降に為替レートが1円/$円安方向に振れた場合、経常利益にはどのような影響がありますか？,answerable,simple,国内エネルギーセグメントでの減益により、全体で10.0億円の減益影響があります。,為替レート ＋1円/$ (円安) 国内エネルギー 減益 経常利益への影響額 -10.0億円,大瓦斯_Daigasグループ　2026年3月期　第3四半期決算　プレゼンテーション資料 .pdf,28
Q0160,Daigasグループの2026年3月期第3四半期末における「お客さまアカウント数」は、前年同期末と比較して何件増加しましたか？,answerable,simple,23万8千件（238千件）増加しました。,"お客さまアカウント数(千件) A. 26.3期3Q末実績 10,822 B. 25.3期3Q末実績 10,584 A-B +238",大瓦斯_Daigasグループ　2026年3月期　第3四半期決算　プレゼンテーション資料 .pdf,13
Q0161,大阪ガスが2026年3月期の通期業績予想において、配当額を1株当たり120.0円としている根拠となる株主還元方針の変更内容について、この資料から具体的に説明してください。,unanswerable,N/A,,,大瓦斯_Daigasグループ　2026年3月期　第3四半期決算　プレゼンテーション資料 .pdf,
Q0162,Daigasグループが2026年3月期以降に計画している、日本国内での新規水素供給インフラ構築に関する具体的な投資金額と稼働予定時期を教えてください。,unanswerable,N/A,,,大瓦斯_Daigasグループ　2026年3月期　第3四半期決算　プレゼンテーション資料 .pdf,
Q0163,株式会社学情の2026年10月期第1四半期における売上高と営業利益（損失）はそれぞれいくらですか。,answerable,simple,"売上高は1,368百万円、営業利益は△692百万円（6.9億円の営業損失）です。","第1四半期売上高は13.6億円・営業損失は6.9億円
売上高 1,368百万円
営 業 利 益 △692百万円",学情_2026年10月期 第1四半期決算説明資料 .pdf,4
Q0164,学情の「Ｒｅ就活エージェント」における2026年10月期第1四半期の売上高と、前年同期比の成長率を教えてください。,answerable,simple,売上高は218百万円で、前年同期比は+98.1％です。,Ｒｅ就活エージェントは、第1四半期売上高218百万円（前期比+98.1％）,学情_2026年10月期 第1四半期決算説明資料 .pdf,5
