q_id,question,question_type,difficulty,ref_answer,ref_evidence,ref_file,ref_page
Q0069,AI事業者ガイドライン別添の解説によると、AI開発者が「AI提供者」と「AI利用者」の両方に対して共通して行うべき「透明性」に関連する具体的な手法は何ですか？,answerable,multi_chunk,非技術者向けの説明資料（説明文書）の作成や、AIの動作原理・意思決定プロセスについての説明資料を用意することが挙げられています。,プライバシー及び営業秘密の保護のためには、例えば、非技術者向けの説明文書の作成が有用 ... 例えば、AI の動作原理及び意思決定プロセスについて、非技術者向けの説明資料を用意すること等が有用,「AI事業者ガイドライン（第1.1版）別添（概要）」.pdf,116
Q0070,ソフトバンクのAIガバナンスに関する取組において、2024年7月時点で「ソフトバンク AI 倫理ポリシー」を適用することを決定しているグループ会社の数はいくつですか？,answerable,simple,74社です。,2024 年 7 月時点で 74 社が適用を決定している。,「AI事業者ガイドライン（第1.1版）別添（概要）」.pdf,76
Q0071,AI事業者ガイドライン別添の「別添6」において、経済産業省が2025年2月に策定した、AIの利活用に関する契約検討のための資料の名称は何ですか？,answerable,simple,「AI の利用・開発に関する契約チェックリスト」（契約チェックリスト）です。,経済産業省は、2025 年 2 月、... 契約において留意するべき事項を取りまとめたチェックリスト（以下、「契約チェックリスト」という。）を策定した,「AI事業者ガイドライン（第1.1版）別添（概要）」.pdf,170
Q0072,AI事業者ガイドライン別添に記載されている、日本国内の主要なAI開発企業各社が支払っているAIガバナンス維持のための年間予算の平均額はいくらですか？,unanswerable,N/A,,,「AI事業者ガイドライン（第1.1版）別添（概要）」.pdf,
Q0073,AI事業者ガイドライン別添の「高度な AI システムの開発にあたって遵守すべき事項」において、2030年までに達成すべき具体的な数値目標はどのように設定されていますか？,unanswerable,N/A,,,「AI事業者ガイドライン（第1.1版）別添（概要）」.pdf,
Q0074,「AI事業者ガイドライン（第1.1版）」において定義されている「AIガバナンス」の目的は何ですか。,answerable,simple,AIの利活用によって生じるリスクをステークホルダーにとって受容可能な水準で管理しつつ、そこからもたらされる正のインパクト（便益）を最大化することを目的としています。,AI の利活用によって生じるリスクをステークホルダーにとって受容可能な水準で管理しつつ、そこからもたらされる正のインパクト（便益）を最大化することを目的とする,「AI事業者ガイドライン（第1.1版）本編」.pdf,11
Q0075,AI事業者ガイドラインにおける「AI利用者（AI Business User）」の役割には、業務外利用者が不利益を被る可能性がある場合にどのような努めが含まれますか。,answerable,simple,当該者に対するAIによる意図しない不利益の回避、およびAIによる便益最大化の実現に努める役割を担います。,業務外利用者に何らかの影響が考えられる場合は、当該者に対する AI による意図しない不利益の回避、AI による便益最大化の実現に努める役割を担う。,「AI事業者ガイドライン（第1.1版）本編」.pdf,6
Q0076,「AI事業者ガイドライン」の基本理念として掲げられている3つの社会的な価値（価値観）をすべて挙げてください。,answerable,reasoning,1. 人間の尊厳が尊重される社会（Dignity）、2. 多様な背景を持つ人々が多様な幸せを追求できる社会（Diversity and Inclusion）、3. 持続可能な社会（Sustainability）の3つです。,① 人間の尊厳が尊重される社会（Dignity）…② 多様な背景を持つ人々が多様な幸せを追求できる社会（Diversity and Inclusion）…③ 持続可能な社会（Sustainability）,「AI事業者ガイドライン（第1.1版）本編」.pdf,12
Q0077,AI事業者ガイドラインにおいて、AI開発者（D）とAI提供者（P）の両方に共通して求められる「セキュリティ確保」に関する重要事項は何ですか。,answerable,multi_chunk,両主体ともに「セキュリティ対策のための仕組みの導入」が求められています。開発者は開発過程での導入、提供者は実装過程での導入が具体的に挙げられています。,第3部 AI開発者：D-5）i. セキュリティ対策のための仕組みの導入 / 第4部 AI提供者：P-5）i. セキュリティ対策のための仕組みの導入,「AI事業者ガイドライン（第1.1版）本編」.pdf,"25,32,37"
Q0078,「高度なAIシステム」に関係する事業者が、AIライフサイクル全体のリスクを特定・評価・軽減するために採用すべき具体的なテスト手法として例示されているものは何ですか。,answerable,simple,レッドチーム等の様々な手法を組み合わせて、多様または独立した内外部テスト手段を採用することが挙げられています。,具体的には、レッドチーム等の様々な手法を組み合わせて、多様/独立した内外部テスト手段を採用すること,「AI事業者ガイドライン（第1.1版）本編」.pdf,26
Q0079,AI事業者ガイドライン（第1.1版）の策定にあたって統合・見直しの対象となった、以前の3つのガイドラインの名称をすべて答えてください。,answerable,reasoning,「国際的な議論のための AI 開発ガイドライン案」、「AI 利活用ガイドライン〜AI 利活用のためのプラクティカルリファレンス〜」、「AI 原則実践のためのガバナンス・ガイドライン Ver. 1.1」の3つです。,「国際的な議論のための AI 開発ガイドライン案」、「AI 利活用ガイドライン〜AI 利活用のためのプラクティカルリファレンス〜」及び…「AI 原則実践のためのガバナンス・ガイドライン Ver. 1.1」を策定・公表してきた。そして、このたび 3 つのガイドラインを統合・見直しし,「AI事業者ガイドライン（第1.1版）本編」.pdf,3
Q0080,AI事業者ガイドラインにおいて、AI利用者が「教育・リテラシー」に関して社会と連携して取り組むべき事項として、第5部で指定されている具体的な行動は何ですか。,answerable,multi_chunk,第5部（AI利用者に関する事項）の「表1」を確認すると、教育・リテラシー（8）の項目は「-」となっており、共通の指針（第2部C）に基づく対応が期待されていますが、利用者独自の追加事項は明記されていません。,表 1. 「共通の指針」に加えて主体毎に重要となる事項… 8）教育・リテラシー… 第 5 部 AI 利用者（U）… -,「AI事業者ガイドライン（第1.1版）本編」.pdf,25
Q0081,2023年12月に取りまとめられた「広島AIプロセス包括的政策枠組み」において、AI事業者ガイドラインはどのような貢献を意図していますか。,answerable,reasoning,国際的な共通理解及び指針の策定を主導した同プロセスへの貢献を意図するとともに、国際的な議論を踏まえながら検討された内容となっています。,本ガイドラインも同プロセスへの貢献を意図するとともに、同プロセスを含む国際的な議論を踏まえながら検討したものである。,「AI事業者ガイドライン（第1.1版）本編」.pdf,8
Q0082,AI事業者ガイドライン（第1.1版）に基づき、AIシステムを導入した際の運用保守費用に関する具体的な算定式を教えてください。,unanswerable,N/A,,,「AI事業者ガイドライン（第1.1版）本編」.pdf,
Q0083,総務省と経済産業省が発行した本ガイドラインにおいて、2030年時点での日本のAI市場規模の予測値はどのように記載されていますか。,unanswerable,N/A,,,「AI事業者ガイドライン（第1.1版）本編」.pdf,
Q0084,「AI事業者ガイドライン（第1.1版）」の策定において、土台として活用された原則の名称は何ですか？,answerable,simple,「人間中心のAI社会原則」です。,「AI事業者ガイドライン」は、「人間中心のAI社会原則」 を土台としつつ、我が国における3つのガイドラインを統合し、諸外国の動向や新技術の台頭を考慮して策定しました,「AI事業者ガイドライン（第1.1版）本編（概要）」.pdf,6
Q0085,AI事業者ガイドラインにおける「AI利用者」の定義を具体的に説明してください。,answerable,simple,事業活動において、AIシステム又はAIサービスを利用する事業者のことです。,AI利用者：事業活動において、AI システム又はAI サービスを利用する事業者,「AI事業者ガイドライン（第1.1版）本編（概要）」.pdf,3
Q0086,AI事業者ガイドラインの「共通の指針」のうち、「社会と連携した取組が期待される事項」に分類される3つの項目は何ですか？,answerable,reasoning,8) 教育・リテラシー、9) 公正競争確保、10) イノベーションの3項目です。,社会と連携した取組が期待される事項：8) 教育・リテラシー 9) 公正競争確保 10) イノベーション,「AI事業者ガイドライン（第1.1版）本編（概要）」.pdf,15
Q0087,AI開発者がデータ前処理・学習時に「データの質を管理するための相当の措置」を講じるべき理由として、どのようなリスクへの留意が挙げられていますか？,answerable,reasoning,学習データやモデルの学習過程においてバイアスが含まれうるというリスクに留意するためです。,学習データ、モデルの学習過程でバイアスが含まれうることに留意し、データの質を管理するための相当の措置を講じる,「AI事業者ガイドライン（第1.1版）本編（概要）」.pdf,20
Q0088,AI提供者がAIシステム実装時に行うべき「P-3) i. AIシステム・サービスの構成及びデータに含まれるバイアスへの配慮」に関する具体的な3つの取組内容を教えてください。,answerable,reasoning,1.データの公平性を担保しバイアスを検討すること、2.AIモデルの入出力・判断根拠を定期的に評価・モニタリングすること、3.利用者の判断を恣意的に制限するバイアスの可能性を検討すること、の3点です。,データの公平性を担保し、参照する情報、外部サービス等のバイアスを検討する/AIモデルの入出力及び判断根拠を定期的に評価し、バイアスの発生をモニタリングする/AIモデルの出力結果を受け取るAIシステム等において、利用者の判断を恣意的に制限するようなバイアスが含まれる可能性を検討する,「AI事業者ガイドライン（第1.1版）本編（概要）」.pdf,22
Q0089,AI事業者ガイドラインにおいて、AI開発者、AI提供者、AI利用者の全主体が共通して「高度なAIシステムに関係する事業者に共通の指針」を遵守する際に、各主体で共通して求められる役割と、開発者のみに適用される範囲の違いについて説明してください。,answerable,multi_chunk,全主体は「共通の指針」に加え、高度なAIシステムに関する指針を適切な範囲で遵守することが求められます。ただし、指針のI）〜XI）は高度なAIシステムを開発するAI開発者にのみ適用される内容が含まれます。一方で、XII)の「高度なAIシステムの信頼でき責任ある利用を促進し、貢献する」については、提供者や利用者も遵守すべき事項とされています。,I） ～ XI） は高度なAIシステムを開発するAI開発者にのみ適用される内容もあるため、各主体は適切な範囲で遵守することが求められます/高度な AI システムを取り扱うAI提供者は…XII)について遵守すべき/高度な AI システムを取り扱うAI利用者は…XII)について遵守すべき,「AI事業者ガイドライン（第1.1版）本編（概要）」.pdf,"18, 23, 24"
Q0090,"「AI事業者ガイドライン（第1.1版）」の構成において、本編（why, what）と別添（how）はそれぞれどのような役割を担っていますか？",answerable,multi_chunk,本編は「どのような社会を目指すのか（基本理念）」及び「どのような取組を行うか（指針）」を示し、別添は「具体的にどのようなアプローチで取り組むか（実践）」を示す解説書としての役割を担っています。,本編 ：「どのような社会を目指すのか（基本理念=why）」 及び「どのような取組を行うか（指針=what）」/別添（付属資料）：「具体的にどのようなアプローチで取り組むか（実践=how）」,「AI事業者ガイドライン（第1.1版）本編（概要）」.pdf,"2, 10"
Q0091,AI事業者ガイドラインの策定プロセスにおいて、パブリックコメント以外に「広く知見を収集」するために実施された具体的な手法は何ですか？,answerable,simple,100名程度の有識者（民間企業担当者、専門家、研究者、市民団体、消費者団体等）に対する意見照会です。,意見照会を通じて広く知見を収集：100名程度の有識者（民間企業担当者、専門家、研究者、市民団体、消費者団体 等）,「AI事業者ガイドライン（第1.1版）本編（概要）」.pdf,8
Q0092,AI事業者ガイドライン（第1.1版）において、ガイドラインを遵守しなかった事業者に対する具体的な罰則規定や過料の金額はどのように定められていますか？,unanswerable,N/A,,,「AI事業者ガイドライン（第1.1版）本編（概要）」.pdf,
Q0093,2025年3月発行のAI事業者ガイドライン（第1.1版）に基づき、2030年までに日本のAI市場規模を何兆円に拡大させるという数値目標が掲げられていますか？,unanswerable,N/A,,,「AI事業者ガイドライン（第1.1版）本編（概要）」.pdf,
Q0094,IPAの「2022年度調査」において、従業員100人以下の中小企業の中で「DXに取組む予定はない」と回答した企業の割合はどの程度ですか。,answerable,simple,従業員100人以下の中小企業では、「DXに取組む予定はない」と回答した企業が3割強存在します。,従業員 100 人以下の中小企業では、「DX に取組む予定はない」が 3 割強であり、従業員 101 人以上の企業の回答と比べて著しく高い。,日本の中小企業のDX推進についての考察.pdf,1
Q0095,「日本の中小企業のDX推進についての考察」によると、従業員100人以下の企業において「アナログ・物理データのデジタル化」の成果が「既に十分な成果が出ている」と回答した割合は、企業全体の平均と比較してどのような特徴がありますか。,answerable,reasoning,100人以下の企業における「既に十分な成果が出ている」という回答（24.1%）は、企業全体の平均（16.5%）を上回っています。,「アナログ・物理データのデジタル化」…では、100 人以下の「既に十分な成果が出ている」という回答が企業全体の平均を上回っている。,日本の中小企業のDX推進についての考察.pdf,2
Q0096,IPAが分析した「2022年度調査」のデータに基づき、従業員100人以下の企業で「DX成果あり」と判定されたグループと「DX取組なし」のグループの間で、「データ利活用」を「実施している」と回答した割合には何倍の差がありますか。,answerable,multi_chunk,DX成果ありの企業の「実施している」割合は、DX取組なしの企業の約4倍の差があります。図表-3および図表-7の分析から、成果あり群は72.4%に対し、取組なし群は18.6%となっています。,DX 成果ありの企業の「実施している」割合は DX 取組なしの企業の 4 倍程度と大きな差がある。,日本の中小企業のDX推進についての考察.pdf,6
Q0097,IPAの「2022年度調査」における日本企業アンケートにおいて、回答した543社の具体的な業種別内訳（製造業、サービス業などの社数）はどのように記載されていますか。,unanswerable,N/A,,,日本の中小企業のDX推進についての考察.pdf,
Q0098,令和7年8月19日に開催された「第1回 AI利活用における民事責任の在り方に関する研究会」において、事務局から検討対象の事例として示された2つの類型は何ですか。,answerable,simple,事務局からは、①「人の行為や判断に補助的にAIを活用する場合」と、②「AIが最終的な判断まで下す場合」の2つの事例が示されました。,資料中に①（人の行為や判断に補助的に AI を活用する場合）と②（AI が最終的な判断まで下す場合）の 2 つの事例が示されている,議事要旨（PDF形式：375KB）.pdf,1
Q0099,「第1回 AI利活用における民事責任の在り方に関する研究会」の議事要旨によると、専門家がAIを利用する場合と、想定事例1のドライバーB’がAIを利用する場合では、利用者の注意義務の程度にどのような違いがあると述べられていますか。,answerable,multi_chunk,弁護士などの専門家は依頼者に対して高度な注意義務を負っているため、想定事例1のドライバーB’と比較して、AIの出力を鵜呑みにせず自分自身で確かめる責任がより重いと解されています。,弁護士は依頼者に対して高度な注意義務を負っているため、想定事例 1 のドライバーB’と比較して、AI の出力を鵜呑みにせず、自分自身で確かめる責任はより重いと解される。,議事要旨（PDF形式：375KB）.pdf,4
Q0100,「第1回 AI利活用における民事責任の在り方に関する研究会」において、AIサービス開発事業者Bが提供するシステムの月額利用料金の具体的な上限額はいくらと設定されていますか。,unanswerable,N/A,,,議事要旨（PDF形式：375KB）.pdf,
Q0101,「第4回 AI利活用における民事責任の在り方に関する研究会」の議事要旨によると、AIエージェントが外部ツールやシステムと連携してアクションを起こす際、どのような観点からの言及を追加することが考えられると述べられていますか。,answerable,simple,AIエージェントが外部ツールやシステムと連携してアクションを起こす際のリスクの観点からの言及を追加することが考えられると述べられています。,AIエージェントが外部ツールやシステムと連携してアクションを起こす際のリスクの観点からの言及を追加することが考えられる。,議事要旨（PDF形式：406KB）.pdf,2
Q0102,「AI利活用における民事責任の在り方に関する研究会」の報告書案において、想定事例3（画像生成AI）と想定事例4（取引審査AI）の共通点および、利用者が負う義務の在り方が異なるとされる理由は何ですか。,answerable,reasoning,共通点は、AIの出力自体が権利侵害を内包し得るため利用者がそのまま出力結果を使ってはならないという点です。義務が異なる理由は、出力の権利侵害性や対処の必要性を人がどれだけ容易に判断できるかという点に違いがあるためです。,想定事例3、4は、AIの出力自体が権利侵害を内包し得るため、利用者がそのまま出力結果を使ってはならないという点で共通するが、出力の権利侵害性や対処の必要性をどれだけ人が容易に判断できるかという点に違いがあり,議事要旨（PDF形式：406KB）.pdf,2
Q0103,「第4回 AI利活用における民事責任の在り方に関する研究会」の議論において、「判断尊重型」という名称の代替案として挙げられた具体的な用語を、第2頁と第5頁の記載から全て抽出してください。,answerable,multi_chunk,第2頁では「AI出力重視型利用」、「受容」、「依拠」が、第5頁の座長総括では「出力依拠型」や「出力受容型」が代替案の候補として挙げられています。,「AI出力重視型利用」などが良いかもしれず（2頁）、「依拠」も考えられ（2頁）、「出力依拠型」や「出力受容型」等の他の候補（5頁）,議事要旨（PDF形式：406KB）.pdf,"2,5"
Q0104,令和8年1月14日に開催された「第4回 AI利活用における民事責任の在り方に関する研究会」において、事務局から提示された次回の第5回研究会の具体的な開催日程と場所はどこですか。,unanswerable,N/A,,,議事要旨（PDF形式：406KB）.pdf,
Q0105,令和7年10月1日に開催された「第2回 AI利活用における民事責任の在り方に関する研究会」において、AI利用時の注意義務の質的転換が認められるための具体的な条件として何が挙げられていますか？,answerable,reasoning,AIの精度が十分に高いことや、全件を人手で確認することが困難であるといった事情により、AIの利用に合理性が認められることが必要であると考えられています。,AI 利用時における注意義務の質的転換は無条件で認められるわけではなく、AI の精度が十分高いことや全件を人手で確認することが困難等の事情により、AI の利用に合理性が認められることが必要になると考えられる。,議事要旨（PDF形式：427KB）.pdf,2
Q0106,「第2回 AI利活用における民事責任の在り方に関する研究会」の議事要旨に基づき、想定事例3と想定事例4の両方で共通して指摘された「AI利用者」や「注意義務」に関する課題や論点を説明してください。,answerable,multi_chunk,想定事例3では「AI利用者」の定義が不明確である点や、過失の焦点が「個々の検査結果の確認」から「システム設計・運用」へ移ることが議論されました。想定事例4でも同様に「AI利用者」の定義の不明確さや、開発者の注意義務が通常の過失判断の延長として整理可能である点、また時間軸に沿ったアップデート義務の有無などが論点として挙げられています。座長総括では、これらを通じて注意義務が軽減されるわけではないことが強調されました。,「AI 利用者」の定義が不明確との指摘があった。…想定事例 3 では、過失判断の焦点が「個々の検査結果の確認」から「AI が望ましい作動をするためのシステム設計・運用」に移るとの理解が広く支持された。,議事要旨（PDF形式：427KB）.pdf,6
Q0107,第2回研究会の議事要旨において、画像生成AIの事例である「想定事例4」の立証上の論点として提案された、特許訴訟の仕組みを参考にした具体的な制度案は何ですか？,answerable,simple,営業秘密を理由とする不開示が想定されるため、特許訴訟におけるインカメラ手続のような仕組みの導入を立法論として検討することが挙げられています。,営業秘密を理由とする不開示が想定されるため、特許訴訟におけるインカメラ手続のような仕組みの導入を立法論として検討することが考えられる。,議事要旨（PDF形式：427KB）.pdf,5
Q0108,「第2回 AI利活用における民事責任の在り方に関する研究会」において、事務局から提示された「資料3」の15～23頁に記載されている、画像生成AIの具体的な開発コストと月額利用料金の推移はいくらですか？,unanswerable,N/A,,,議事要旨（PDF形式：427KB）.pdf,
Q0109,第3回 AI利活用における民事責任の在り方に関する研究会において、想定事例5（取引審査AIの事例）の説明に使用された資料3の該当ページは何ページから何ページまでですか？,answerable,simple,資料3の5ページから19ページに基づき説明が行われました。,資料 3 の 5～19 頁に基づき、事務局から想定事例 5（取引審査 AI の事例）について説明が行われた後、構成員による討議が行われた。,議事要旨（PDF形式：427KB）2.pdf,1
Q0110,AI利活用における民事責任の研究会において、AIによる差別が統計的な傾向として現れる性質を踏まえ、開発者と利用者の関係性についてどのようなインセンティブ設計が重要であると述べられていますか？,answerable,reasoning,AIによる差別は個々の出力に対して注意義務を課すことが現実的ではないため、単に注意義務を負わせるのではなく、開発者と利用者が協力してシステムを改善していくインセンティブ設計が重要であるとされています。,単に注意義務を負わせるのではなく、開発者と利用者が協力してシステムを改善していくインセンティブ設計が重要である。,議事要旨（PDF形式：427KB）2.pdf,2
Q0111,第3回 AI利活用における民事責任の在り方に関する研究会の議事要旨において、想定事例5と想定事例6のそれぞれで「安全性判断」や「因果関係」に関して共通して言及されている「統計的」な視点とはどのようなものですか？,answerable,multi_chunk,想定事例5では、AIの判断過程がブラックボックスであるため統計的なバイアス等を違法性判断の根拠とせざるを得ない点や、因果関係を確率的に評価する可能性が議論されています。想定事例6では、自動運転等の分野で走行距離あたりの事故率といった統計的な視点が有力であることや、統計的に安全性が担保されていれば直ちに欠陥と認定すべきではないという意見が出ています。,統計的なバイアスや公平性の指標の乖離を違法性判断の根拠とせざるを得ない。/ 走行距離あたりの事故率といった統計的な考え方も有力になっている。/ 統計的な安全性を重視する運用上の工夫が必要である。,議事要旨（PDF形式：427KB）2.pdf,"1,4,5"
Q0112,令和7年12月3日に開催された第3回 AI利活用における民事責任の在り方に関する研究会において、事務局が提示したAI損害賠償保険の具体的な保険料率案はどのような内容ですか？,unanswerable,N/A,,,議事要旨（PDF形式：427KB）2.pdf,
Q0113,2025年8月19日に開催された「第1回 AI利活用における民事責任の在り方に関する研究会」の事務局説明資料において、現状の課題として挙げられている3つの項目は何ですか？,answerable,simple,①予測可能性の向上、②ガバナンスの実効化、③迅速な事故処理の3点です。,現状の課題 ①予測可能性の向上 ②ガバナンスの実効化 ③迅速な事故処理,資料3　事務局説明資料 第１回.pdf,3
Q0114,AI利活用に伴う民事責任の検討において、損害論が主たる検討対象から除外されている理由は何ですか？,answerable,reasoning,AIの文脈においても従来の理論を援用しうることから、主たる検討対象とはされていません。,損害論については、AIの文脈でも従来の理論を援用しうることから、主たる検討対象とはしない,資料3　事務局説明資料 第１回.pdf,4
Q0115,想定事例1の「配送ルート最適化AIシステム」において、ドライバーB’が脱輪事故を起こした際、配送先Vに対してどのような損害が発生しましたか？,answerable,simple,大幅な遅配が生じると共に、衝撃で配送先V社への荷物が損壊し、代替品の調達等のための損害を被りました。,大幅な遅配が生ずると共に、その際の衝撃で配送先V社への荷物が損壊し、Vは代替品の調達等のための損害を被った。,資料3　事務局説明資料 第１回.pdf,8
Q0116,「AI利活用における民事責任の在り方に関する研究会」の資料に基づき、専門業務におけるAI利用（想定事例2）と通常業務（想定事例1）で、AI提供者の責任範囲に関する考え方の違いを説明してください。,answerable,multi_chunk,通常業務ではAI利用者が責任を負うのが原則ですが、専門業務では専門家が独立した正確な判断を下すことが前提となるため、AI提供者の説明義務違反や幇助責任の範囲は通常業務と比較して狭まり得るという違いがあります。,AIのサービス提供による幇助責任が成立する余地もあるが、その範囲は通常業務と比較すれば狭まり得る。,資料3　事務局説明資料 第１回.pdf,14
Q0117,想定事例2において、弁護士CがAIの出力を信頼し、和解を検討せずにVの利益最大化を図る方針を立てた際、AIが引用していた根拠の実際の内容はどうでしたか？,answerable,reasoning,AIは実在しない架空の裁判例を複数引用しており、実存する裁判例の大多数はVの主張に否定的なものでした。,当該AIは実在しない架空の裁判例を複数引用し、Vの立場を支える根拠としており、実存する裁判例としてはVの主張に否定的なものが大多数を占めていた。,資料3　事務局説明資料 第１回.pdf,12
Q0118,AI事業者ガイドライン（第1.1版）の「共通の指針」において、関連するステークホルダーへの情報提供として求められている項目を2つ挙げてください。,answerable,simple,「AIを利用しているという事実及び活用している範囲」や「AIシステム・サービスの能力、限界及び提供先における適正／不適正な利用方法」などが挙げられています。,AIを利用しているという事実及び活用している範囲、AIシステム・サービスの能力、限界及び提供先における適正／不適正な利用方法,資料3　事務局説明資料 第１回.pdf,17
Q0119,想定事例2の紛争において、架空の裁判例等の誤情報が実際に出力された事実を立証するために、弁護士Cから提出しうる証拠資料は何ですか？,answerable,simple,質問（prompt）、回答（completion）、時刻（timestamp）などを含む「API入出力ログ」です。,API入出力ログ（質問（prompt）、回答（completion）、時刻（timestamp）など）,資料3　事務局説明資料 第１回.pdf,20
Q0120,本研究会において、AIの「自律性」と「ブラックボックス性」はそれぞれどのように定義されていますか？,answerable,reasoning,自律性は「環境に応じて目的達成に必要な判断や行動を自ら選択し実行する能力を有すること」、ブラックボックス性は「入力と出力の対応関係や内部の推論過程が人間にとって理解困難または不透明であること」と定義されています。,1 環境に応じて目的達成に必要な判断や行動を自ら選択し実行する能力を有すること。 2 入力と出力の対応関係や内部の推論過程が人間にとって理解困難または不透明であること。,資料3　事務局説明資料 第１回.pdf,4
Q0121,AI利活用における民事責任の在り方に関する研究会において、AI開発者が負担すべき具体的な損害賠償額の算定式はどのように規定されていますか？,unanswerable,N/A,,,資料3　事務局説明資料 第１回.pdf,
Q0122,2025年8月開催の第1回研究会資料において、2030年までにAI関連の訴訟件数を何件削減することを目標としていますか？,unanswerable,N/A,,,資料3　事務局説明資料 第１回.pdf,
Q0123,2025年10月1日に開催された「第2回 AI利活用における民事責任の在り方に関する研究会」の事務局説明資料において、画像認識AIを用いた検品サービス（想定事例3）の事業者Bが負うべき注意義務の基準として示された、人手による検品の参考裁判例（平成26年3月14日東京地判）の内容は何ですか。,answerable,simple,平均的な注意力を有する者が同種作業で通常発見可能な異物の大部分を発見する程度の精度を有することが債務の内容となると判示されています。,検針作業の精度として、平均的な注意力を有する者が同種作業で通常発見可能な異物の大部分を発見する程度の精度を有することが債務の内容となると判示した。,資料3　事務局説明資料 第２回.pdf,7
Q0124,想定事例3の画像認識AIにおいて、特定の条件下で設定されていた1mm以上の異物に対する検出確率は何パーセントですか。,answerable,simple,約98％です。,上記AIは特定の条件下で1mm以上の異物に対する検出確率約98％となるように調整されていた。,資料3　事務局説明資料 第２回.pdf,6
Q0125,第2回研究会の資料に基づき、AI利用者が高精度なAIの誤出力に依拠した場合でも直ちに帰責されない可能性がある理由を2点挙げてください。,answerable,reasoning,1. AIの精度が十分に高く、一般に要求される人の作業水準を超えていること。2. 人の判断領域を増やすとかえって誤った判断を増やす結果となる可能性があること、の2点です。,① AIの精度が十分に高く、当該領域において一般に要求される人の作業水準を超えていること ② それゆえ、人の判断領域を増やすとかえって誤った判断を増やす結果となる可能性もあること,資料3　事務局説明資料 第２回.pdf,12
Q0126,画像生成AIの提供者Dがパブリシティ権侵害の共同不法行為責任（幇助責任）を問われる可能性があるのは、どのような状況下であると説明されていますか。,answerable,reasoning,AIモデルが特定の著名人の画像を生成しやすくなっているような状況下で、一定の権利侵害防止措置を講じていなかった場合に、共同不法行為責任を問われる可能性があります。,AIモデルが特定の著名人の画像を生成しやすくなっているような状況下では、一定の権利侵害防止措置を採るべき注意義務を負い、当該侵害防止措置を講じていなかった場合には共同不法行為責任を問われる可能性もある。,資料3　事務局説明資料 第２回.pdf,20
Q0127,想定事例4（画像生成AI）において、AI開発ベンダD社が元データが生成画像にそのまま反映されることを防ぐために講じていた具体的な技術的措置を2つ挙げてください。,answerable,simple,Re-captioning（リキャプショニング）と、潜在空間での学習です。,Re-captioningや潜在空間での学習等、元データが生成画像にそのまま反映されることを防ぐための措置を講じていた。,資料3　事務局説明資料 第２回.pdf,16
Q0128,AI利活用における民事責任の検討において、AIの機能・射程を踏まえた「類型A」と「類型B」の違いについて、AI利用者の過失判断の観点から説明してください。,answerable,multi_chunk,類型AはAIをあくまで業務判断の補助として用いるべき類型であり、利用者の判断が適切であったか否かで過失が判断され、AIへの依拠で過失が否定されることは考えにくいとされます。対して類型Bは、AIの精度が人の作業水準を上回っており、AIの出力を業務判断に援用することが尊重され得る類型であり、誤出力が生じても利用者に過失が認められない場合があり得ます。,A) AI利用者の判断が業務上適切なものであったか否かにより過失の有無が判断され、AIの出力に依拠したことで過失が否定されることは考えにくい。B) AIが結果として誤出力を生じた場合でも、AI利用者に過失が認められない場合があり得る。,資料3　事務局説明資料 第２回.pdf,14
Q0129,AI開発者が保有する文書のうち、営業秘密としての配慮が必要とされる「学習済みのAIモデルを構成するソースコードや学習済みパラメータ等」の開示の必要性について、資料ではどのように評価されていますか。,answerable,reasoning,企業のノウハウが反映されており営業秘密性が高い一方、モデル自体はブラックボックスであるため、開示されたとしても効果的な評価が困難であるとされています。,・企業のノウハウが反映されており営業秘密性が高い ・モデル自体はブラックボックスで、開示されたとしても効果的な評価が困難,資料3　事務局説明資料 第２回.pdf,28
Q0130,第1回研究会での意見を踏まえ、事務局が検討している「成果物の名称」の候補として、どのような表現が挙げられていますか。,answerable,multi_chunk,当初の「準則」より適切な表現として、「解釈の指針」、「考え方」、「指針」などが挙げられています。,成果物の名称は、「準則」より、「解釈の指針」や「考え方」等の表現が適切ではないか。最終的な成果物の名称は、「考え方」や「指針」等の位置づけの文書にすることも視野に入れ、改めて検討したい。,資料3　事務局説明資料 第２回.pdf,3
Q0131,想定事例4において、タレントVが主張している権利侵害の具体的な法的根拠は何ですか。また、その侵害を判断する基準として示されている最高裁判例の判断基準を1つ挙げてください。,answerable,multi_chunk,法的根拠はパブリシティ権（人格権由来）です。判断基準としては、専ら肖像等の有する顧客吸引力の利用を目的とする（例：商品等の広告として使用する）場合に違法となるとされています。,タレントVは自己のパブリシティ権が侵害されていると主張した。専ら肖像等の有する顧客吸引力の利用を目的とするといえる場合に、パブリシティ権を侵害するものとして、不法行為法上違法となる。,資料3　事務局説明資料 第２回.pdf,"16, 17"
Q0132,本資料に記載されている「AI利活用における民事責任の在り方に関する研究会」の第3回開催予定日と、そこで議論される具体的な想定事例5の内容を教えてください。,unanswerable,N/A,,,資料3　事務局説明資料 第２回.pdf,
